G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40
7.9356000	7.8940000	10.1180000	6.8601000	8.3919000	10.0720000	12.7520000	8.3832000	8.1239000	8.4691000	8.7580000	6.5435000	6.8561000	8.6095000	11.5500000	7.5050000	9.5828000	7.6100000	10.7530000	11.8370000	8.6804000	9.9768000	10.9920000	9.5720000	8.1225000	10.3170000	11.1300000	9.2590000	8.9266000	7.7677000	9.8096000	8.9057000	7.0872000	9.1450000	9.6611000	10.8400000	7.5073000	7.9559000	8.9832000	5.3394000
7.8576000	7.8321000	10.5030000	7.0114000	8.2548000	10.5520000	12.9260000	8.2445000	8.1100000	7.4719000	9.1618000	6.2140000	6.8088000	8.9563000	11.2140000	7.4345000	9.3958000	7.1078000	10.4210000	12.1140000	8.5793000	9.5751000	10.9210000	9.6901000	7.6071000	10.5580000	11.9860000	8.5545000	8.5392000	7.9918000	9.2247000	8.6295000	6.8771000	8.9909000	9.1225000	10.7580000	7.7539000	8.2876000	8.9459000	5.1627000
6.8122000	8.6971000	9.8344000	9.7821000	7.6336000	8.7725000	12.8730000	8.0509000	7.5302000	6.7152000	7.7150000	7.0929000	7.0678000	8.4478000	11.6910000	8.2000000	10.8980000	7.2642000	8.4820000	12.2590000	8.3906000	9.3966000	9.9332000	9.5747000	8.8683000	10.6430000	10.4840000	11.3940000	10.1840000	8.2402000	7.7201000	9.0120000	7.2792000	8.9553000	8.5428000	8.2919000	8.0968000	8.7548000	9.0269000	5.2151000
6.8479000	8.2924000	9.7638000	9.6081000	7.5906000	8.5956000	12.5940000	8.3491000	7.3372000	7.5580000	7.6822000	6.9484000	6.9681000	8.4824000	11.3860000	8.7670000	10.8490000	7.3750000	8.7430000	12.2520000	8.6485000	9.1735000	10.7750000	9.4445000	8.7997000	10.5530000	10.2780000	9.5426000	10.1650000	8.8189000	7.8600000	8.9617000	7.4829000	9.1258000	8.8844000	7.9415000	7.7022000	8.5933000	9.0425000	5.2179000
6.8201000	8.1552000	9.8839000	9.3327000	7.6488000	8.6150000	12.4960000	8.3835000	7.3768000	7.8342000	7.3393000	6.9825000	6.9667000	8.3503000	10.3930000	8.5434000	10.7150000	7.4582000	8.7711000	12.1880000	8.6264000	9.2643000	10.7240000	9.4596000	8.8908000	10.4300000	10.2600000	11.8950000	10.1310000	7.9290000	7.9605000	8.9347000	7.2238000	8.5500000	8.8066000	7.7940000	7.6610000	8.3410000	8.9557000	5.1999000
6.9363000	8.1816000	9.9316000	7.4361000	7.4663000	8.7884000	12.8040000	8.5181000	7.3394000	6.9055000	7.5616000	6.2618000	6.8867000	8.5337000	10.8200000	7.8722000	10.5390000	7.4523000	10.0710000	12.0730000	8.2040000	9.1871000	9.9071000	9.4848000	8.6926000	10.0590000	11.3480000	10.7820000	9.6595000	10.4990000	7.8381000	8.9338000	7.3378000	9.5382000	8.7100000	9.3283000	7.7359000	8.3509000	8.9567000	5.1855000
6.7993000	8.0954000	9.6890000	8.4516000	7.3842000	8.4389000	12.5460000	8.2943000	7.1040000	7.7787000	7.3028000	6.4560000	6.8990000	8.4147000	11.0280000	7.9216000	10.6870000	7.3086000	8.7842000	12.4600000	8.4301000	9.0023000	11.2130000	9.2812000	8.8184000	10.0510000	10.2590000	10.1230000	10.2010000	7.9952000	7.4106000	8.8953000	7.1628000	9.0786000	8.6949000	7.6227000	7.6756000	8.3007000	9.0024000	5.2576000
6.8573000	7.9367000	10.7740000	6.9591000	8.5613000	9.0409000	13.1640000	8.7179000	7.1209000	6.3168000	7.0696000	6.6451000	6.8887000	8.4056000	8.0121000	6.7416000	10.0890000	7.2575000	10.0210000	11.0870000	8.9075000	9.8282000	12.6340000	9.4632000	8.4270000	8.9348000	10.0930000	9.3700000	9.0056000	9.2628000	8.5970000	8.4965000	6.8366000	9.2371000	8.8079000	9.4251000	7.6507000	7.6261000	9.7013000	5.2005000
6.6246000	8.1091000	10.8120000	6.8648000	8.2251000	9.1336000	12.9990000	8.5743000	7.1287000	6.3494000	7.3126000	6.3306000	7.0798000	8.2811000	10.9090000	6.4951000	10.3660000	7.2526000	10.3510000	9.2116000	8.9117000	9.5352000	11.7450000	9.3832000	8.0321000	9.0797000	10.5300000	11.3170000	8.8510000	8.0259000	8.9697000	8.4945000	6.8594000	8.4680000	8.6816000	9.4448000	7.5500000	7.6696000	9.5751000	5.3671000
6.8690000	8.0946000	10.2890000	7.1061000	8.2052000	9.1474000	12.7440000	8.3484000	7.1465000	6.1169000	7.4316000	6.7312000	6.8478000	8.3868000	11.5710000	7.0162000	9.8205000	7.1617000	11.5280000	9.2803000	8.4675000	9.4013000	11.8190000	9.5804000	8.1597000	8.9155000	11.1750000	10.7930000	8.7065000	8.7789000	8.9854000	8.4342000	6.6978000	8.3859000	8.8691000	9.4371000	7.6178000	7.9786000	9.4976000	5.1675000
6.5452000	8.1725000	10.2770000	6.8653000	7.3553000	9.0401000	10.9890000	8.1622000	7.5347000	8.1614000	7.2934000	5.9232000	6.7903000	8.5730000	9.9956000	7.7518000	10.8310000	7.3186000	9.4159000	11.9710000	9.0738000	8.6826000	11.4650000	9.2419000	8.6634000	10.5960000	10.2410000	10.5740000	10.6260000	8.0120000	8.8242000	8.5233000	7.3395000	9.1166000	8.6248000	7.9908000	7.5106000	8.2293000	9.2197000	5.3997000
6.4794000	8.1103000	10.4580000	6.6004000	7.2859000	8.7190000	11.4990000	8.1863000	7.4678000	7.8404000	7.4951000	5.8986000	6.7623000	8.4852000	10.8830000	7.2073000	10.7310000	7.1714000	9.1452000	12.3400000	9.0003000	8.6575000	11.4940000	9.2688000	7.9860000	10.3680000	10.0660000	10.8620000	10.2260000	7.7941000	8.2886000	8.3436000	7.2242000	9.1468000	8.4971000	7.7795000	7.6079000	8.0765000	9.2935000	5.0955000
7.0607000	8.3267000	10.4810000	6.6957000	8.0840000	8.7668000	11.0610000	7.8507000	7.2413000	6.4747000	7.8863000	6.4555000	6.6106000	8.7607000	10.8030000	6.3316000	10.3990000	7.1093000	9.4942000	11.8120000	8.6395000	8.9082000	12.4280000	9.2956000	8.3591000	8.9659000	10.3910000	10.7420000	9.9984000	10.8360000	8.6082000	8.2682000	7.3868000	9.0786000	8.8643000	7.2436000	7.7664000	7.8498000	9.6289000	5.1737000
7.0737000	8.3999000	10.4770000	6.7821000	7.9955000	8.9993000	11.3460000	8.1701000	7.3825000	6.5300000	7.7683000	6.5202000	6.7704000	8.9206000	10.9490000	6.1567000	10.4910000	7.4325000	9.4811000	11.7960000	8.8649000	8.8879000	12.6400000	9.3320000	8.4966000	8.9379000	10.4400000	9.4526000	10.1900000	9.5845000	8.7242000	8.6594000	7.3903000	8.8490000	8.8033000	7.3325000	7.7376000	7.8202000	9.5294000	5.2674000
6.6822000	8.0750000	9.8581000	7.6637000	7.4158000	8.6274000	8.2400000	8.0801000	7.2788000	6.9083000	9.7075000	7.0144000	6.9187000	8.8223000	9.3017000	10.2200000	10.9100000	7.8633000	8.7959000	11.5050000	8.7816000	9.4599000	10.5620000	9.5870000	9.1142000	10.5360000	11.0520000	8.7532000	10.7500000	7.7349000	8.1399000	8.6322000	7.8682000	9.3424000	8.8031000	10.4100000	7.6095000	8.4429000	9.1323000	5.4548000
6.6700000	8.0873000	9.8048000	7.8649000	7.2988000	8.5922000	8.4591000	8.2220000	7.3867000	7.0607000	9.9052000	6.9729000	6.8732000	8.8229000	11.9230000	10.5510000	10.9730000	8.0047000	8.8199000	11.6650000	8.8614000	9.4096000	10.8700000	9.4280000	9.3511000	10.4960000	11.3630000	8.9078000	10.7500000	8.1835000	8.3661000	8.6983000	8.0576000	9.3600000	8.7524000	10.5160000	7.4646000	8.2694000	8.9084000	5.5512000
7.2342000	8.2837000	10.4730000	6.7431000	7.8838000	8.8053000	10.3170000	8.1058000	7.6693000	6.1755000	7.9931000	6.4132000	6.8181000	9.0027000	8.4559000	6.0919000	10.3410000	7.4096000	9.2255000	11.6580000	8.6046000	8.9540000	12.5760000	9.2349000	7.8917000	9.1537000	10.6380000	10.5450000	9.8811000	8.9166000	8.4390000	8.5356000	7.4678000	8.8095000	8.4957000	7.2970000	7.8520000	8.2449000	9.5556000	5.2072000
7.2348000	8.2385000	10.4300000	6.8149000	7.8447000	8.8356000	10.4720000	7.9814000	7.3926000	6.1922000	7.6146000	6.3687000	6.6716000	8.9537000	10.0090000	6.0431000	10.4190000	7.1211000	9.4902000	11.0880000	8.5570000	9.0526000	12.4330000	9.1638000	8.5571000	9.1384000	10.4290000	10.5900000	10.1470000	8.2674000	8.6138000	8.4252000	7.2724000	8.7149000	8.8500000	7.1584000	7.8001000	7.7279000	9.6386000	4.9727000
6.6014000	8.3151000	10.3430000	7.4454000	7.7348000	8.9085000	11.5500000	8.3041000	7.3266000	8.0396000	7.7494000	5.9103000	6.7391000	8.3746000	8.5820000	8.2349000	10.7000000	7.2220000	8.9593000	12.6260000	9.0024000	8.5600000	12.2750000	9.3398000	8.3578000	10.7640000	10.3590000	10.9070000	9.8928000	11.4030000	8.5161000	8.7759000	8.3144000	9.0240000	8.8720000	8.4219000	7.6671000	8.3927000	9.4332000	5.2281000
6.6942000	8.2438000	10.2170000	7.4668000	7.3740000	8.9432000	11.4160000	8.3438000	7.3418000	8.0192000	8.1402000	6.0898000	6.7672000	8.4528000	9.8629000	8.8481000	10.6520000	7.3537000	9.0398000	12.4820000	9.0053000	8.7965000	12.1340000	9.2408000	8.4179000	10.7210000	10.2910000	8.7192000	10.2600000	8.5716000	8.4620000	9.0562000	8.5759000	9.4920000	8.8299000	9.1656000	7.4248000	8.4327000	9.4179000	5.1584000
7.1483000	8.2777000	10.4560000	6.8734000	7.8179000	8.6575000	10.1730000	8.1392000	7.2268000	5.9329000	7.7766000	6.1112000	7.0108000	8.9035000	9.9052000	5.9819000	10.3470000	7.3491000	9.3152000	11.4940000	8.5654000	8.9781000	12.5510000	9.1203000	8.3892000	8.8274000	10.2870000	10.6040000	9.9982000	8.8678000	8.2839000	8.4059000	7.3975000	8.4017000	8.7281000	6.9568000	7.8022000	8.1769000	9.1752000	5.0962000
7.2460000	8.2765000	10.3150000	6.8803000	7.9417000	8.8740000	10.0740000	8.0281000	7.4795000	6.5847000	7.8504000	6.4314000	6.8486000	9.0079000	10.3930000	6.1351000	10.3940000	7.3690000	9.7045000	11.1290000	8.7580000	8.9445000	12.6160000	9.4290000	8.4760000	8.9963000	10.3380000	11.0140000	10.2200000	8.0641000	8.6835000	8.4682000	7.4798000	8.4644000	8.9460000	7.4237000	7.5955000	7.9497000	9.4412000	5.2575000
6.7419000	8.1196000	9.8544000	7.7405000	7.6661000	8.4464000	8.4671000	8.2151000	7.2585000	7.0697000	9.8051000	7.0210000	6.6837000	8.7884000	11.8150000	10.6630000	10.9150000	7.8907000	9.0348000	11.8720000	8.9297000	9.4859000	11.1930000	9.3094000	9.0041000	10.6580000	11.6140000	9.1517000	10.7060000	8.6226000	8.4689000	8.7592000	7.8706000	8.9074000	8.6855000	10.3410000	7.5378000	8.2523000	8.8883000	5.3310000
6.7012000	8.0305000	9.8400000	8.0058000	7.4879000	8.4995000	8.4335000	8.1534000	7.3917000	7.3913000	9.7551000	6.9519000	6.9872000	8.9679000	11.6190000	10.2950000	10.9210000	7.4300000	9.2051000	11.7750000	8.9315000	9.5014000	11.5360000	9.4757000	8.8743000	10.5920000	11.3370000	10.9990000	10.8650000	9.9178000	8.4304000	8.7644000	8.0752000	9.0749000	8.8341000	9.8003000	7.4859000	8.3634000	9.1025000	5.4568000
7.0982000	8.3275000	10.6890000	6.9951000	7.7971000	9.1375000	10.0120000	8.0308000	7.3218000	7.1680000	7.9759000	6.7504000	6.7819000	8.8854000	8.3785000	6.1182000	10.1150000	7.4212000	9.1427000	11.4630000	8.7344000	8.8741000	12.4140000	9.4159000	8.7944000	8.9163000	10.8220000	10.7630000	10.1560000	8.8142000	7.9354000	8.3141000	7.2656000	8.7710000	8.8490000	7.4272000	7.6495000	8.0701000	9.4418000	5.3081000
7.4606000	8.3925000	10.6190000	7.0251000	7.9649000	8.9588000	9.6988000	7.8681000	7.3487000	7.2644000	7.8318000	6.5100000	6.7187000	8.8660000	8.8065000	6.2586000	10.1750000	7.4043000	9.1697000	10.9820000	8.3108000	8.7010000	12.5080000	9.2063000	8.8065000	8.9325000	10.6580000	10.9840000	10.0850000	8.6040000	8.0456000	8.4863000	7.1671000	9.3065000	8.8213000	7.1211000	7.9497000	8.2279000	9.5081000	5.1567000
7.0397000	8.0142000	9.8661000	6.8674000	7.3794000	8.7670000	10.9080000	8.2024000	7.5717000	8.1709000	7.8247000	5.7899000	6.7748000	8.4038000	6.9198000	8.1535000	10.8620000	7.4146000	9.0700000	12.4560000	9.1734000	8.7115000	11.0550000	9.0731000	8.7027000	10.6950000	10.7200000	11.2350000	10.6130000	8.2932000	8.6147000	8.1778000	7.5525000	8.8984000	8.5157000	8.2941000	7.6176000	8.4946000	9.0911000	5.2471000
6.6165000	8.1509000	10.2030000	6.7692000	7.1859000	8.8427000	11.0140000	8.2385000	7.6111000	7.6458000	7.5313000	6.0519000	6.8718000	8.4917000	8.7591000	7.5640000	10.8690000	7.3329000	8.9679000	12.1860000	9.0484000	8.6726000	11.1900000	9.3337000	8.7337000	10.3060000	10.1540000	10.2150000	10.3640000	8.2287000	8.3630000	8.2659000	7.2945000	9.7885000	8.5152000	7.8355000	7.6713000	8.2720000	9.2284000	5.1782000
7.2388000	8.2694000	10.2950000	6.8311000	7.8631000	8.7148000	10.4600000	8.0646000	7.3789000	6.5723000	7.8633000	6.4204000	6.7458000	8.8371000	10.9470000	6.2164000	10.2700000	7.4135000	9.5523000	11.4690000	8.8603000	8.9560000	12.4710000	9.2571000	8.4132000	9.0317000	10.3990000	10.2220000	10.0670000	8.2674000	8.7467000	8.3711000	7.5052000	9.3957000	8.8081000	7.0943000	7.6200000	7.9094000	9.3986000	5.2481000
7.0309000	8.2360000	10.5620000	7.0180000	8.2444000	8.7600000	10.6840000	8.1570000	7.3949000	6.4459000	8.0273000	6.5875000	6.9655000	9.0159000	9.4392000	6.8774000	10.2780000	7.2813000	9.2036000	11.5030000	8.2957000	8.7155000	12.3530000	9.3841000	8.5295000	9.0516000	10.4960000	10.7100000	9.7633000	8.0680000	8.0898000	8.2462000	7.0824000	8.2168000	8.8972000	7.1419000	7.8721000	8.2429000	9.4797000	5.1838000
6.6670000	7.9391000	9.7191000	7.6649000	7.3770000	8.6276000	8.2740000	8.0343000	7.5107000	7.0163000	9.7471000	6.8660000	6.8857000	8.7961000	9.6028000	10.3000000	10.8810000	7.9124000	9.0042000	11.4350000	8.7724000	9.3089000	10.6910000	9.5318000	8.9961000	10.4830000	10.7680000	11.8050000	10.7460000	7.6540000	8.4373000	8.5726000	8.0681000	8.9765000	8.7420000	10.2440000	7.4233000	8.3102000	9.0137000	5.5059000
6.8558000	8.0530000	9.8125000	7.8784000	7.5288000	8.6640000	8.6177000	8.1865000	7.4378000	6.9347000	9.4988000	7.0785000	6.7482000	8.9529000	9.6133000	10.3840000	10.9320000	7.7515000	9.0127000	11.7310000	8.8787000	9.3867000	10.6920000	9.3097000	9.2915000	10.6880000	10.7950000	10.7270000	10.7380000	8.3460000	8.5554000	8.7367000	7.6764000	9.3478000	8.8594000	10.0130000	7.5379000	8.2510000	9.1458000	5.5051000
7.2165000	8.2022000	10.4520000	6.6974000	7.8020000	8.8106000	10.2520000	7.9508000	7.4686000	6.3773000	7.8982000	6.2756000	6.8452000	8.9387000	8.3732000	6.1568000	10.2990000	7.3180000	9.6911000	11.5360000	9.0138000	8.9700000	12.4880000	9.2580000	8.5344000	9.0395000	10.4850000	10.6040000	10.1800000	9.0268000	8.7620000	8.5845000	7.3218000	9.0907000	8.8805000	7.2437000	7.6344000	8.0128000	9.5799000	5.1851000
7.1333000	8.4345000	10.5940000	6.7268000	7.9528000	9.0562000	10.4140000	7.7445000	7.4485000	6.2409000	7.8344000	6.4358000	6.7422000	9.0408000	10.8590000	6.1458000	10.4900000	7.1777000	9.6943000	11.3530000	8.8846000	9.1092000	12.5380000	9.3900000	8.5599000	8.9993000	10.1140000	11.6700000	10.2350000	9.6490000	8.6891000	8.5730000	7.2332000	9.2655000	8.8207000	7.4078000	7.7418000	7.8001000	9.5155000	5.2324000
6.8571000	8.5065000	9.9671000	6.3876000	7.6082000	8.5856000	10.0300000	8.7717000	7.3792000	6.3456000	7.7992000	6.2677000	8.1714000	8.7169000	10.5230000	6.6046000	11.2850000	7.6029000	8.2461000	12.2330000	8.4767000	9.3777000	11.2660000	9.6475000	8.2050000	9.4555000	10.2400000	10.9340000	10.9240000	7.8146000	7.3917000	8.2827000	6.8962000	8.6828000	8.5937000	8.9236000	7.7766000	8.1116000	9.2335000	5.6286000
6.9769000	8.5332000	9.8621000	6.7946000	7.5659000	8.7812000	10.0830000	8.5956000	7.7851000	6.4035000	7.9882000	6.4108000	8.2267000	8.8556000	9.1019000	6.6670000	11.1520000	7.8960000	8.4214000	12.1660000	8.5234000	9.4323000	11.2280000	9.8618000	8.3317000	9.3041000	10.3130000	11.2640000	10.9240000	8.9876000	7.3192000	8.4794000	7.0454000	9.5817000	8.7405000	8.8374000	7.9673000	8.2489000	9.1620000	5.7723000
6.9258000	8.4502000	9.9284000	6.4582000	7.6677000	8.8468000	10.2950000	8.5376000	7.6436000	6.2435000	8.1752000	6.3815000	7.7850000	8.7654000	11.1160000	6.5920000	11.2500000	7.7578000	7.9001000	12.3760000	8.6120000	9.1821000	11.0560000	9.7741000	7.9761000	9.4633000	10.2110000	11.0000000	10.8030000	8.5427000	7.3426000	8.3452000	7.0718000	9.2236000	8.3186000	8.8227000	7.9794000	8.4002000	9.2967000	5.6301000
6.9077000	8.5511000	9.9687000	6.6916000	7.5623000	8.4618000	9.7380000	8.8041000	7.3387000	5.7504000	7.7898000	6.3338000	7.5508000	8.6887000	10.8550000	6.7255000	11.2870000	7.7939000	7.8082000	11.9480000	8.3524000	9.2557000	10.9780000	9.7197000	8.1372000	9.1775000	10.4400000	11.0210000	10.7690000	10.5090000	7.1625000	8.2250000	7.2994000	8.6249000	8.6762000	8.6887000	7.9188000	8.0747000	9.2135000	5.5715000
6.9457000	8.5465000	9.8511000	6.5600000	7.4595000	8.5319000	9.7826000	8.6914000	7.3425000	6.1392000	7.7594000	6.2517000	7.7824000	8.6796000	8.6695000	6.5136000	11.1750000	7.6611000	7.8464000	11.4960000	8.3543000	9.1253000	10.9190000	9.6897000	8.2020000	9.0397000	10.2400000	11.2170000	10.7520000	8.8683000	7.3008000	8.0960000	7.1029000	8.6506000	8.5850000	8.8184000	8.0141000	7.9223000	9.1318000	5.8426000
6.9877000	8.5789000	9.9380000	6.4935000	7.4272000	8.4080000	8.8617000	8.7474000	7.4044000	6.0246000	7.9199000	7.8302000	7.4007000	8.6083000	9.4709000	6.5594000	11.4680000	7.7831000	7.5553000	11.4680000	8.5976000	9.6930000	10.5270000	9.9336000	8.2313000	9.1706000	10.6680000	11.0340000	11.0280000	9.2888000	7.6163000	8.2040000	7.1248000	8.5879000	8.5210000	7.1268000	7.9299000	7.9493000	9.0854000	5.8650000
7.0070000	8.4898000	9.8648000	6.5207000	7.4734000	8.5769000	9.8562000	8.7386000	7.3292000	6.2251000	7.5158000	6.1685000	7.6804000	8.5623000	10.0260000	6.7523000	11.0850000	7.7258000	8.1754000	12.1250000	8.2872000	8.9903000	11.2970000	9.5140000	8.2017000	9.2348000	10.1550000	10.6410000	10.5850000	7.9325000	7.1333000	8.1547000	7.2802000	8.5984000	8.5105000	9.3972000	7.8158000	7.8121000	9.1431000	5.5428000
6.8883000	8.4993000	9.8424000	6.4220000	7.4893000	8.6095000	10.0280000	8.6216000	7.4415000	6.3206000	7.8596000	6.2000000	7.9419000	8.6476000	11.7160000	6.4317000	11.0350000	7.6947000	8.1432000	11.9710000	8.3681000	9.3133000	11.3170000	9.7036000	8.3698000	9.1234000	9.8621000	10.9330000	10.7610000	8.0259000	7.2179000	8.1493000	7.1763000	8.9215000	8.6404000	9.3196000	7.8578000	8.0293000	9.2105000	5.5035000
6.9943000	8.5039000	9.8656000	6.4907000	7.5892000	8.7114000	10.2470000	8.6476000	7.3567000	6.3747000	7.6463000	6.2446000	7.9635000	8.6260000	8.4825000	6.6959000	11.0620000	7.7796000	8.1733000	11.8140000	8.3133000	9.0827000	11.1640000	9.6612000	8.2677000	9.1421000	9.9072000	11.5400000	10.6910000	9.6819000	7.1744000	8.1393000	7.1480000	8.8212000	8.5922000	9.4220000	7.7843000	7.9415000	9.1107000	5.6044000
6.7182000	8.3784000	9.9069000	6.4878000	7.5182000	8.5531000	9.9200000	8.5887000	7.4246000	6.4902000	7.6228000	6.3020000	7.6856000	8.5944000	10.4340000	6.5608000	11.1460000	7.6120000	7.9017000	11.8990000	8.4194000	9.1153000	11.0700000	9.9267000	8.2034000	9.1105000	10.3670000	10.3890000	10.8180000	8.1473000	7.3084000	8.2357000	7.1083000	9.4643000	8.6036000	8.6464000	7.7422000	7.7248000	9.1245000	5.5568000
6.8574000	8.4545000	10.0210000	6.4995000	7.6317000	8.6452000	9.8625000	8.2975000	7.4666000	6.4856000	7.7323000	6.2937000	7.7081000	8.5882000	10.9200000	6.5705000	11.2450000	7.3987000	8.1397000	11.6550000	8.2863000	9.3359000	11.1520000	9.7238000	8.1505000	9.3511000	10.3930000	10.1810000	10.9960000	8.0615000	7.5538000	8.2494000	7.0897000	9.3431000	8.6091000	8.8461000	7.8013000	8.1745000	9.2095000	5.6507000
6.6082000	8.2904000	9.8348000	6.2915000	7.4429000	8.4829000	9.0603000	8.4768000	7.3067000	6.3690000	7.5947000	6.3305000	7.6277000	8.5318000	11.3950000	6.4185000	11.1650000	7.5648000	7.8643000	12.1250000	8.2949000	8.9646000	11.1580000	9.8507000	8.0977000	8.8722000	10.3170000	11.4830000	10.7420000	9.0960000	7.1651000	8.1327000	6.9601000	8.7595000	8.5412000	8.5158000	7.7104000	7.6661000	9.1810000	5.5612000
6.8328000	8.4574000	9.9922000	6.6618000	7.6749000	8.5840000	10.6380000	8.6830000	7.4898000	6.7367000	7.6320000	6.3373000	7.5999000	8.7205000	10.8680000	6.6593000	11.2800000	7.6286000	7.9654000	11.6970000	8.3881000	9.2943000	11.0160000	9.6852000	8.2175000	9.1885000	10.5230000	11.8050000	10.9010000	10.2930000	7.4248000	8.2307000	7.0271000	8.6181000	8.6038000	9.4870000	7.9690000	7.6948000	9.1732000	5.5753000
6.7135000	8.6000000	9.9545000	6.4452000	7.6945000	8.6184000	10.4080000	8.6656000	7.5611000	6.6954000	7.6040000	6.1637000	7.5359000	8.6757000	8.2058000	6.5928000	11.1910000	7.6732000	8.0162000	11.5720000	8.2734000	9.3807000	11.1180000	9.6781000	8.1609000	9.1812000	10.3390000	10.4460000	10.9600000	8.4657000	7.4696000	8.0589000	7.1282000	8.5500000	8.7733000	9.5057000	7.8578000	7.8429000	9.2505000	5.5635000
6.8030000	8.6134000	9.7047000	6.3206000	7.5952000	8.6194000	9.8437000	8.6253000	7.4747000	6.7357000	7.7811000	6.2015000	7.7382000	8.4771000	11.2830000	6.6182000	11.1610000	7.6396000	7.9954000	12.0710000	8.4906000	9.3105000	11.1390000	9.5063000	8.2509000	9.1015000	10.4960000	9.1850000	10.7660000	11.5440000	7.3653000	8.2319000	7.2585000	9.0115000	8.7640000	9.4173000	7.8173000	7.9021000	9.1729000	5.6661000
7.0138000	8.5131000	9.7311000	6.6475000	7.6783000	8.5975000	9.7552000	8.6596000	7.3987000	6.4394000	7.6017000	6.4185000	7.6346000	8.6921000	8.2058000	6.4439000	11.4470000	7.8915000	7.8188000	11.7980000	8.6035000	9.1462000	10.5840000	9.8749000	8.1412000	9.0269000	10.5220000	10.9530000	10.9960000	9.2329000	7.4288000	8.2163000	7.0845000	8.8267000	8.5763000	8.1961000	7.8451000	7.9560000	9.0927000	5.6728000
6.8435000	8.4671000	9.8839000	6.6101000	7.6628000	8.3859000	9.5182000	8.4242000	7.3365000	6.3781000	7.8975000	6.3478000	7.4223000	8.7068000	9.0145000	6.6990000	11.4610000	7.7038000	7.7947000	11.2020000	8.4903000	9.1153000	10.5660000	9.8203000	8.0465000	8.9451000	10.3450000	10.5670000	10.9420000	7.9417000	7.3692000	8.1577000	6.8579000	9.1712000	8.3981000	8.3232000	7.9601000	7.9450000	9.2579000	5.6262000
6.8511000	8.6677000	9.9465000	6.4019000	7.8720000	8.6142000	9.1281000	8.3398000	7.4770000	6.5492000	7.6285000	6.3330000	7.6696000	8.5834000	10.3630000	6.4893000	11.4160000	7.5361000	7.9897000	11.6470000	8.5680000	9.3518000	10.8530000	9.5456000	8.0443000	9.1158000	10.4150000	8.8848000	10.9390000	9.3563000	7.6541000	8.2508000	6.8406000	8.7257000	8.5665000	8.4438000	7.8682000	7.8666000	9.2044000	5.6650000
6.9366000	8.3937000	9.8744000	6.6244000	7.5310000	8.6626000	9.8502000	8.5728000	7.2336000	6.0837000	7.7058000	6.2265000	7.9377000	8.6502000	11.0130000	6.5230000	11.1160000	7.7235000	8.1357000	12.0930000	8.2484000	9.0710000	11.2430000	9.7220000	8.3949000	9.0966000	10.0920000	10.0640000	10.7280000	8.3710000	7.2242000	8.0623000	7.2325000	8.8374000	8.6921000	8.6919000	7.7446000	7.9991000	9.2003000	5.5050000
7.0338000	8.3676000	9.8628000	6.7653000	7.5725000	8.5750000	9.6727000	8.8452000	7.3369000	6.1104000	7.6373000	6.3805000	7.7102000	8.6281000	10.5630000	6.5758000	11.0670000	7.8679000	7.9448000	11.7920000	8.3389000	8.9266000	11.0500000	9.9130000	8.1723000	9.0555000	10.1610000	10.3300000	10.6550000	9.4306000	7.0690000	8.2470000	7.2607000	8.4383000	8.6391000	8.6681000	7.8589000	8.0460000	9.2366000	5.6188000
6.9815000	8.5230000	9.9500000	6.5615000	7.3909000	8.6963000	9.6240000	8.8221000	7.4003000	5.9474000	7.6669000	6.3059000	7.9509000	8.6986000	11.4900000	6.3750000	11.0260000	7.6926000	8.0304000	11.4030000	8.3697000	9.1117000	11.1840000	9.7384000	8.3634000	9.1420000	10.0090000	10.8500000	10.6840000	10.4680000	7.2516000	8.1960000	7.1353000	8.4712000	8.6577000	8.6357000	7.9840000	7.8549000	9.1618000	5.5245000
7.3073000	8.4656000	9.7574000	7.1442000	7.3826000	8.9452000	13.4470000	8.5987000	7.6380000	5.6737000	7.4994000	6.7021000	7.5109000	8.8229000	11.8450000	7.7841000	11.5160000	7.6496000	7.7329000	13.5880000	8.9494000	9.1165000	9.7968000	9.9972000	8.4882000	9.0844000	9.0872000	9.7178000	10.5600000	8.8736000	6.9661000	8.8748000	7.3856000	10.0410000	8.9781000	8.1344000	8.0169000	8.3452000	9.2781000	5.4238000
7.7046000	8.2610000	9.5762000	9.6083000	7.5765000	8.7739000	12.4770000	8.8939000	7.5239000	5.8523000	7.5939000	7.3762000	8.4492000	8.2968000	10.6830000	6.9779000	9.0215000	7.5813000	7.6281000	13.9170000	8.6348000	10.5040000	10.1310000	10.4350000	8.6882000	9.6975000	9.3758000	11.9130000	9.0000000	7.8377000	6.6131000	8.8954000	7.4391000	9.2356000	9.2977000	9.0574000	8.8325000	8.7963000	8.7404000	5.6799000
